image_name	wing_shape	back_pattern	upper_tail_color	bill_shape	upperparts_color	underparts_color	under_tail_color	tail_shape	throat_color	wing_pattern	nape_color	belly_color	tail_pattern	belly_pattern	primary_color	leg_color	bill_length	bill_color	size	crown_color	wing_color	back_color	breast_color	breast_pattern	eye_color	forehead_color	y_pred	y_true
Elegant_Tern_0078_151196.jpg	4	4	4	2	3	3	3	5	3	4	4	0	4	1	3	3	1	2	2	3	3	3	3	1	3	4	4	4
Philadelphia_Vireo_0062_794777.jpg	1	3	3	5	3	4	0	0	4	3	3	4	3	1	3	3	3	3	2	3	3	3	4	1	3	3	5	5
Warbling_Vireo_0118_158285.jpg	0	3	0	5	2	2	4	0	2	3	3	2	0	1	2	3	3	2	2	3	4	2	2	1	3	0	5	5
Scissor_Tailed_Flycatcher_0094_42018.jpg	2	0	0	2	3	4	2	1	4	0	4	2	1	4	2	3	3	3	2	4	0	0	4	1	3	4	0	0
White_Breasted_Kingfisher_0087_73264.jpg	1	4	1	2	2	3	3	5	4	4	1	3	4	3	3	1	1	1	2	1	2	3	2	4	3	1	2	2
House_Sparrow_0096_111519.jpg	1	4	3	2	3	3	3	3	3	4	3	3	1	4	3	3	3	3	2	3	3	3	3	1	3	3	3	3
Cerulean_Warbler_0028_163302.jpg	5	3	2	5	3	3	3	1	4	3	3	3	3	4	3	3	3	3	2	2	3	3	3	4	3	2	6	6
Cactus_Wren_0076_186067.jpg	0	2	0	2	3	3	0	0	3	2	3	3	0	2	3	3	1	3	2	0	3	3	3	2	3	0	8	8
Vesper_Sparrow_0043_125703.jpg	0	0	0	2	3	4	0	5	3	3	3	4	0	1	3	2	3	2	2	3	3	0	3	3	3	3	3	3
Olive_Sided_Flycatcher_0057_796898.jpg	1	0	0	5	0	4	3	2	4	4	4	4	4	4	3	3	1	3	2	0	3	0	4	4	3	2	0	0
Black_Tern_0020_144163.jpg	4	0	0	5	0	3	0	1	3	0	3	3	0	0	3	2	1	3	3	3	0	0	3	1	3	3	4	4
Clay_Colored_Sparrow_0100_110545.jpg	4	3	3	5	3	4	4	3	3	3	3	4	3	3	3	2	3	3	2	3	3	3	2	3	3	3	3	3
Pine_Warbler_0103_171922.jpg	4	2	0	5	3	3	0	3	1	3	1	2	2	3	2	2	3	2	2	1	3	1	1	2	3	1	6	6
Black_Capped_Vireo_0011_797488.jpg	1	2	2	2	1	3	3	6	4	2	3	3	2	3	3	3	3	3	2	3	3	3	3	2	3	3	5	5
Black_Throated_Sparrow_0095_107268.jpg	2	1	3	2	3	3	3	4	3	1	3	3	1	4	3	3	3	3	2	3	3	3	3	1	3	3	3	3
Downy_Woodpecker_0094_184478.jpg	1	0	0	2	3	4	3	2	0	4	3	4	4	1	3	3	1	3	2	0	3	0	4	1	3	0	7	7
California_Gull_0132_40836.jpg	5	0	0	5	0	4	4	4	4	4	4	4	1	1	4	3	1	2	1	4	3	0	4	1	3	4	1	1
Savannah_Sparrow_0096_120376.jpg	0	2	3	2	3	0	2	0	2	4	3	0	1	0	3	2	3	3	2	3	3	3	0	0	3	3	3	3
Bay_Breasted_Warbler_0099_159753.jpg	0	0	0	2	3	3	0	5	3	4	0	3	0	4	3	3	3	2	2	0	3	0	3	4	0	0	6	6
Pied_Kingfisher_0083_72430.jpg	0	2	0	2	3	3	3	0	4	2	3	3	0	4	3	3	1	3	2	3	3	3	3	4	3	3	2	2
Vermilion_Flycatcher_0036_42389.jpg	1	0	0	5	3	4	3	3	1	1	3	4	1	4	3	3	3	3	2	1	3	0	1	1	3	1	0	0
Marsh_Wren_0082_188699.jpg	0	1	3	1	3	3	3	6	3	2	3	3	3	1	3	2	1	3	2	3	3	3	3	1	3	3	8	8
Herring_Gull_0138_48023.jpg	0	2	3	1	3	3	3	2	3	4	3	3	2	2	3	2	1	1	1	3	3	3	3	2	1	3	1	1
Cerulean_Warbler_0038_797230.jpg	2	4	3	5	1	4	0	5	4	4	1	4	0	1	4	1	1	3	2	1	1	1	1	4	3	1	6	6
Black_Throated_Sparrow_0065_107087.jpg	1	1	3	2	3	3	3	3	3	4	3	3	4	1	3	3	3	3	2	3	3	3	3	4	3	3	3	3
Brewer_Sparrow_0060_107391.jpg	1	2	1	2	2	1	3	2	2	3	2	3	2	2	2	2	2	2	1	2	3	3	3	2	2	2	3	3
Marsh_Wren_0018_188363.jpg	2	1	3	5	3	3	3	5	2	3	3	3	3	1	3	2	3	3	2	3	3	3	2	1	3	3	8	8
Pileated_Woodpecker_0112_180439.jpg	1	1	3	2	3	3	3	4	3	1	3	3	1	1	3	3	1	3	2	3	3	3	3	1	3	3	7	7
Bewick_Wren_0062_185063.jpg	1	1	3	1	3	3	0	0	3	3	3	3	3	1	3	3	3	3	2	3	3	3	3	4	3	3	8	8
Yellow_Throated_Vireo_0066_795007.jpg	2	4	3	2	3	1	3	3	1	4	3	4	4	1	3	3	3	3	2	3	3	3	1	1	3	3	5	5
Black_Tern_0104_144038.jpg	4	4	3	5	3	3	0	3	3	4	3	3	4	1	3	3	3	3	3	3	3	3	3	1	3	3	4	4
Philadelphia_Vireo_0067_156584.jpg	1	4	2	2	3	2	2	2	2	3	2	2	4	1	2	1	3	3	2	3	3	3	2	1	3	3	5	5
Ring_Billed_Gull_0093_51303.jpg	2	4	3	1	3	4	3	5	4	1	2	4	4	1	3	2	1	1	3	2	3	3	4	1	3	2	1	1
Le_Conte_Sparrow_0085_795167.jpg	1	2	3	2	3	3	3	3	1	2	3	3	3	2	2	3	3	3	2	3	3	3	1	1	3	3	3	3
Ringed_Kingfisher_0043_72877.jpg	3	2	3	2	1	3	3	3	4	3	4	3	3	4	1	0	2	3	3	1	1	1	1	3	3	1	2	2
Blue_Winged_Warbler_0061_161984.jpg	0	0	0	5	0	1	0	0	1	0	1	1	0	1	1	0	3	3	2	1	0	0	1	1	3	1	6	6
Black_Capped_Vireo_0029_797469.jpg	3	4	2	5	4	4	0	3	4	4	3	4	4	1	3	3	3	3	2	3	3	4	4	1	3	3	5	5
Olive_Sided_Flycatcher_0061_30540.jpg	2	3	3	1	3	3	2	2	3	4	3	3	3	2	3	3	2	1	2	3	2	3	2	4	2	2	0	0
White_Crowned_Sparrow_0119_126932.jpg	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	3	2	2	0	0	0	0	0	3	0	3	3
White_Breasted_Kingfisher_0022_73459.jpg	0	1	1	2	1	3	1	5	3	1	3	3	1	1	1	0	1	1	2	3	3	1	3	1	3	3	2	2
Carolina_Wren_0090_186942.jpg	0	1	3	1	3	2	3	3	4	1	3	2	1	1	3	3	3	3	2	3	3	3	2	1	3	3	8	8
Acadian_Flycatcher_0020_29069.jpg	2	3	3	5	3	4	3	5	4	3	3	4	3	1	3	3	1	3	2	3	3	3	4	1	3	3	0	0
Black_Tern_0044_144021.jpg	4	1	4	5	3	3	4	0	3	4	3	3	1	1	3	0	3	3	3	3	3	3	3	1	3	2	4	4
Red_Bellied_Woodpecker_0077_182334.jpg	2	3	3	5	3	3	3	3	4	3	4	3	3	1	3	3	1	3	2	1	3	3	4	1	3	1	7	7
Heermann_Gull_0034_45693.jpg	5	0	3	1	3	3	3	4	4	4	3	3	4	1	3	3	1	2	3	4	3	0	3	1	3	4	1	1
Least_Flycatcher_0085_30318.jpg	1	1	3	5	3	4	3	3	4	1	3	4	1	1	3	3	1	3	2	2	3	3	4	1	3	3	0	0
Philadelphia_Vireo_0008_156551.jpg	1	4	0	2	0	1	3	5	1	4	0	1	0	4	3	3	3	3	2	3	3	3	1	1	3	3	5	5
Canada_Warbler_0051_162447.jpg	2	1	3	5	3	1	3	2	1	1	3	1	1	1	3	2	3	3	2	3	3	3	1	3	3	3	6	6
Bewick_Wren_0106_185013.jpg	0	1	3	1	3	3	3	2	3	1	3	3	3	1	3	3	1	3	2	3	3	3	3	1	3	3	8	8
Ring_Billed_Gull_0063_51256.jpg	3	0	4	1	0	4	4	4	4	0	0	4	1	1	3	3	1	3	1	4	0	0	4	1	3	4	1	1
Black_Throated_Sparrow_0035_107185.jpg	0	0	0	2	3	3	0	0	3	3	3	3	0	4	3	3	3	3	2	3	3	3	3	4	3	3	3	3
Forsters_Tern_0086_152738.jpg	2	4	3	5	3	4	3	4	4	1	3	4	1	1	3	1	1	2	3	3	3	3	4	1	3	3	4	4
Western_Gull_0114_55644.jpg	1	1	4	2	3	4	3	1	4	1	4	4	4	1	3	2	3	1	2	4	3	3	4	1	3	4	1	1
American_Three_Toed_Woodpecker_0027_796147.jpg	0	4	3	2	3	3	3	3	4	2	3	3	1	3	3	3	1	3	2	3	3	3	3	3	3	3	7	7
Heermann_Gull_0128_45663.jpg	0	1	0	1	3	3	0	6	4	4	0	3	4	1	3	3	1	2	1	3	3	3	3	1	3	3	1	1
American_Three_Toed_Woodpecker_0029_796143.jpg	1	1	3	5	3	3	0	5	3	2	4	4	2	3	3	3	1	3	2	3	3	4	0	0	3	3	7	7
White_Eyed_Vireo_0049_158835.jpg	2	4	3	5	1	3	3	5	3	4	3	3	4	4	3	3	3	3	2	3	3	3	3	4	3	3	5	5
Rock_Wren_0069_188969.jpg	5	1	3	2	3	2	3	5	4	1	3	2	1	1	3	3	1	3	2	3	3	3	4	1	3	3	8	8
Red_Bellied_Woodpecker_0120_181420.jpg	0	3	0	2	3	0	3	3	0	3	4	0	4	0	3	3	1	3	2	1	3	3	0	0	3	1	7	7
Bewick_Wren_0052_184760.jpg	1	1	3	1	3	3	0	2	2	3	3	3	3	1	3	3	1	1	2	3	3	3	3	1	3	3	8	8
Black_Throated_Sparrow_0086_106970.jpg	1	3	3	2	3	3	3	2	3	3	3	3	4	3	2	3	1	3	1	3	2	3	3	4	3	3	8	3
American_Three_Toed_Woodpecker_0049_796191.jpg	1	0	0	2	3	4	3	0	4	2	3	4	4	1	3	3	1	3	2	1	3	0	3	4	3	3	7	7
Mourning_Warbler_0050_795343.jpg	2	4	3	5	3	3	1	5	3	4	3	1	4	4	3	2	3	2	2	3	3	3	1	1	3	3	6	6
Caspian_Tern_0105_145673.jpg	0	1	3	2	3	4	3	0	4	1	3	4	0	1	3	3	1	1	3	3	4	4	4	1	3	3	4	4
Western_Gull_0122_40866.jpg	4	0	3	1	3	4	0	3	4	1	4	4	4	1	4	3	1	1	3	4	3	0	4	1	3	4	1	1
Red_Cockaded_Woodpecker_0031_794737.jpg	1	3	3	2	3	0	3	0	3	2	3	0	2	0	3	0	1	3	3	3	3	3	0	0	3	3	7	7
Great_Crested_Flycatcher_0016_29406.jpg	0	1	3	2	3	2	2	3	2	1	3	2	1	1	3	3	3	3	2	3	3	3	2	1	3	3	0	0
Caspian_Tern_0005_145929.jpg	1	1	3	2	3	4	3	5	4	1	4	4	4	1	3	0	1	1	3	3	3	3	4	1	3	3	4	4
Fox_Sparrow_0075_114920.jpg	1	1	3	5	3	3	3	5	3	1	3	3	1	3	3	3	3	3	2	3	3	3	3	3	3	3	1	3
Pied_Kingfisher_0024_71560.jpg	1	1	3	2	3	4	3	6	4	3	3	4	4	4	3	3	1	3	3	3	3	3	3	4	0	3	2	2
Cactus_Wren_0102_185902.jpg	0	2	3	5	3	3	0	0	3	2	3	3	3	2	3	3	3	3	2	3	3	3	3	2	3	3	8	8
Ringed_Kingfisher_0101_72919.jpg	1	4	3	2	3	3	3	5	4	2	4	3	2	1	3	3	1	3	2	3	3	3	3	4	3	3	2	2
Bewick_Wren_0061_184898.jpg	2	1	3	1	3	3	4	1	4	3	3	4	3	1	3	2	1	3	2	3	3	3	4	1	3	3	8	8
Downy_Woodpecker_0040_184061.jpg	1	2	3	2	3	4	4	3	4	2	3	4	2	1	3	3	1	3	2	3	3	3	4	1	3	3	7	7
Caspian_Tern_0096_145009.jpg	4	1	4	0	4	4	4	2	4	1	4	4	1	1	4	3	0	2	3	3	4	4	4	1	0	3	4	4
Green_Kingfisher_0011_71183.jpg	0	0	0	2	3	3	0	0	4	2	3	3	0	4	3	3	1	3	2	3	3	0	3	4	3	3	2	2
Pied_Kingfisher_0053_72761.jpg	1	0	0	2	0	3	3	3	3	0	0	3	1	4	3	0	2	3	3	0	3	0	4	1	3	0	2	2
Cactus_Wren_0025_185696.jpg	2	0	0	1	3	3	3	3	3	2	3	4	2	4	2	3	1	3	2	3	3	0	4	4	3	3	8	8
Ivory_Gull_0020_49978.jpg	5	1	4	1	4	4	4	4	4	1	4	4	1	1	4	3	3	3	3	4	4	4	4	1	3	4	1	1
Field_Sparrow_0112_114159.jpg	4	3	3	5	3	3	3	3	3	3	3	3	3	3	3	1	3	3	2	3	3	3	3	3	3	3	8	3
Least_Tern_0012_153871.jpg	4	0	0	5	3	4	0	0	4	4	3	4	0	1	3	2	3	2	2	3	3	0	4	1	3	3	4	4
Glaucous_Winged_Gull_0013_44381.jpg	0	1	3	1	3	4	3	6	4	1	4	4	4	1	3	2	1	2	1	4	3	4	2	1	3	4	1	1
Pileated_Woodpecker_0077_180286.jpg	1	1	3	2	3	0	3	3	4	1	3	0	1	0	3	0	1	3	2	1	3	3	0	0	1	1	7	7
Artic_Tern_0102_141453.jpg	2	0	0	5	0	4	4	1	4	1	4	4	0	1	4	2	1	2	3	3	4	0	4	1	3	3	4	4
Red_Headed_Woodpecker_0085_182703.jpg	0	0	0	5	0	4	0	0	1	0	1	3	0	1	3	0	1	3	2	1	0	0	4	1	3	1	7	7
Rock_Wren_0035_188998.jpg	1	0	0	2	3	3	0	2	3	4	3	3	0	4	3	3	1	3	2	3	3	0	3	4	3	3	8	8
Grasshopper_Sparrow_0029_115761.jpg	1	3	3	2	3	2	3	3	2	3	3	2	3	1	3	2	3	2	2	3	3	3	0	0	3	0	3	3
Golden_Winged_Warbler_0062_794850.jpg	0	0	0	5	0	3	0	0	3	4	0	3	0	1	3	3	3	3	2	1	3	0	3	4	3	1	6	6
Cape_May_Warbler_0119_162976.jpg	0	3	4	2	4	3	0	3	1	4	1	3	4	4	1	3	3	3	2	3	4	1	3	4	3	3	6	6
Cactus_Wren_0060_185950.jpg	0	3	3	1	3	3	3	2	3	3	3	3	3	3	3	3	1	3	2	3	3	3	3	3	3	3	8	8
Pine_Warbler_0045_171150.jpg	0	0	0	5	3	1	0	3	1	3	1	1	0	4	1	3	1	3	2	1	3	0	1	2	3	1	6	6
Elegant_Tern_0101_150715.jpg	5	1	4	2	4	4	4	4	4	1	3	4	1	1	4	3	1	2	1	3	4	4	4	1	3	4	4	4
Carolina_Wren_0005_186109.jpg	0	3	3	5	3	2	3	3	2	3	3	2	3	1	3	3	3	2	2	3	3	3	2	1	3	3	8	8
Golden_Winged_Warbler_0052_164529.jpg	2	0	0	2	3	3	3	3	3	4	3	3	4	1	3	3	3	3	2	3	3	0	0	0	3	1	6	6
Scissor_Tailed_Flycatcher_0119_41879.jpg	4	1	3	5	3	3	3	1	3	3	3	3	4	1	3	0	1	3	2	3	3	3	3	1	3	3	0	0
Red_Headed_Woodpecker_0014_183701.jpg	1	4	3	2	3	4	3	4	3	4	3	4	4	1	3	3	1	3	3	3	3	3	4	1	3	3	7	7
Red_Headed_Woodpecker_0013_182721.jpg	2	1	3	5	3	4	3	3	3	4	3	4	4	1	3	3	3	3	2	3	3	3	4	1	3	3	7	7
House_Wren_0034_187120.jpg	2	3	3	5	3	2	3	3	2	3	2	2	3	1	2	2	3	2	2	2	3	3	2	1	3	2	8	8
Rock_Wren_0125_188951.jpg	2	0	0	2	0	2	3	3	3	2	3	2	3	1	3	3	1	3	2	3	3	0	3	2	3	3	8	8
Fox_Sparrow_0116_115311.jpg	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	3	3	2	0	0	0	0	0	0	0	3	3
Blue_Headed_Vireo_0060_156171.jpg	0	3	0	5	3	4	4	0	4	3	3	4	0	1	4	3	3	3	2	3	3	3	4	1	3	3	5	5
Red_Cockaded_Woodpecker_0009_182540.jpg	2	2	0	2	3	3	3	2	4	2	3	3	1	4	3	3	1	3	3	3	3	3	0	0	3	3	7	7
California_Gull_0021_41471.jpg	1	1	3	3	3	3	3	5	4	1	4	4	4	1	3	2	1	2	3	4	3	3	4	1	3	4	1	1
Herring_Gull_0140_46455.jpg	0	4	0	1	3	4	3	1	4	4	4	3	4	1	3	2	1	2	3	4	3	3	4	1	3	4	1	1
Glaucous_Winged_Gull_0066_44669.jpg	3	1	4	3	4	4	4	6	4	1	4	4	1	1	4	2	1	1	3	4	4	4	4	1	1	4	1	1
Wilson_Warbler_0107_175320.jpg	0	0	0	2	1	1	3	0	1	4	1	1	4	1	1	1	3	3	2	3	1	0	1	1	3	1	6	6
Least_Tern_0098_153820.jpg	1	4	4	2	3	4	3	3	4	4	4	4	4	1	4	3	1	2	2	3	3	4	4	1	0	4	4	4
Blue_Winged_Warbler_0004_162005.jpg	1	4	3	5	3	1	3	2	1	3	3	1	3	1	1	0	3	3	2	1	3	3	1	1	3	1	6	6
Worm_Eating_Warbler_0079_176036.jpg	2	0	0	5	0	1	3	5	1	3	1	2	1	1	1	2	3	2	2	3	3	0	1	1	3	2	6	6
Rock_Wren_0109_189094.jpg	0	2	3	2	3	2	3	5	2	2	3	2	2	1	2	3	1	3	2	3	3	3	2	1	3	3	8	8
Western_Gull_0069_53553.jpg	3	4	1	1	1	2	2	6	3	1	2	1	1	1	1	3	1	3	1	2	2	2	1	1	1	1	1	1
Least_Tern_0068_153738.jpg	5	0	0	2	0	3	4	3	4	1	0	3	1	4	3	3	1	2	2	3	3	3	3	1	0	4	4	4
Cactus_Wren_0114_185532.jpg	0	3	0	2	3	4	4	2	4	3	3	2	4	2	3	4	1	3	2	3	3	3	2	2	3	3	8	8
Ringed_Kingfisher_0017_73145.jpg	1	3	3	5	3	1	3	2	4	2	4	2	2	3	3	3	1	3	2	3	3	3	3	4	1	3	2	2
Magnolia_Warbler_0048_165862.jpg	5	3	0	5	3	1	0	3	1	3	3	1	0	1	3	1	3	3	2	3	3	3	1	1	3	3	6	6
Black_Tern_0098_144089.jpg	2	4	0	5	3	3	4	1	3	4	3	3	1	1	3	0	1	3	2	3	3	3	3	1	3	3	4	4
White_Breasted_Kingfisher_0103_73316.jpg	0	4	1	2	1	3	1	5	4	4	3	3	4	4	3	3	1	3	2	3	1	1	3	4	3	3	2	2
Blue_Headed_Vireo_0020_155994.jpg	1	1	1	2	1	1	1	2	4	3	3	1	3	1	1	3	3	3	2	3	2	2	1	1	3	3	5	5
Common_Tern_0078_149161.jpg	4	0	0	2	3	4	4	1	4	4	3	4	1	4	4	1	1	3	3	4	3	0	4	4	0	3	4	4
Least_Tern_0034_153963.jpg	5	1	3	2	3	4	3	3	4	4	3	4	4	1	3	1	3	1	3	3	3	3	4	1	3	4	4	4
Ringed_Kingfisher_0035_73012.jpg	0	0	0	2	0	0	1	2	4	4	0	3	3	4	1	2	1	3	2	3	1	1	0	0	0	0	2	2
White_Breasted_Kingfisher_0015_73192.jpg	4	4	1	5	1	1	1	5	4	1	3	1	4	3	1	3	1	4	2	3	1	3	4	1	3	3	2	2
Cape_May_Warbler_0066_163005.jpg	0	3	0	2	0	0	0	0	0	0	0	0	0	3	3	3	3	3	2	0	0	0	0	3	0	0	6	6
Black_Tern_0037_144110.jpg	4	4	4	5	3	4	4	4	4	3	3	4	1	1	3	1	1	3	3	3	3	3	4	1	3	4	4	4
Artic_Tern_0105_141098.jpg	2	0	0	2	4	4	4	1	4	1	4	4	0	1	4	3	1	2	3	3	4	0	4	1	3	3	4	4
Palm_Warbler_0095_170610.jpg	0	1	0	5	3	1	0	0	2	1	3	1	0	3	3	3	3	2	2	3	3	3	1	3	3	3	6	6
Harris_Sparrow_0046_116425.jpg	2	3	0	2	3	3	3	3	3	3	3	3	1	4	3	2	3	3	2	3	3	0	3	4	3	3	3	3
Cactus_Wren_0108_185733.jpg	2	2	3	1	3	3	3	2	3	2	3	3	2	2	3	3	1	3	2	3	3	3	3	2	3	3	8	8
California_Gull_0093_41111.jpg	1	1	3	5	3	4	3	3	4	0	4	4	3	1	4	2	3	1	3	4	3	4	4	1	3	4	1	1
Heermann_Gull_0001_45472.jpg	1	1	3	1	3	3	3	3	3	4	3	3	4	1	3	3	1	3	3	3	3	3	3	1	3	3	1	1
Winter_Wren_0126_190342.jpg	1	4	3	2	3	3	3	3	3	4	3	3	4	4	3	3	3	3	2	3	3	3	3	3	3	3	3	8
Hooded_Warbler_0072_22097.jpg	1	4	1	5	3	1	1	5	3	4	2	1	4	1	1	2	1	3	2	3	1	3	1	4	3	1	6	6
Warbling_Vireo_0073_158315.jpg	0	0	0	5	3	2	3	6	2	1	3	2	1	1	3	3	1	3	2	3	3	0	2	1	3	3	5	5
Blue_Winged_Warbler_0043_161804.jpg	4	4	3	5	3	1	3	1	1	4	3	1	4	1	1	3	3	3	2	3	3	3	3	4	3	1	6	6
