,img_name,h_bar,v_bar,circle,triangle,y,circle_hn,h_bar_hn,triangle_hn,v_bar_hn,y_hat
114,img_114.png,0,1,0,0,0,0,0,0,1,1
115,img_115.png,1,0,0,1,0,0,1,1,0,0
116,img_116.png,0,1,1,0,1,1,0,0,1,1
117,img_117.png,0,1,0,0,0,0,0,0,1,1
118,img_118.png,0,1,0,0,0,0,0,0,1,1
119,img_119.png,0,1,0,0,1,0,0,0,1,1
120,img_120.png,1,0,1,1,0,1,1,1,0,0
121,img_121.png,0,1,0,0,0,0,0,0,1,1
122,img_122.png,0,1,0,0,1,0,0,0,1,1
123,img_123.png,1,1,0,0,0,0,1,0,1,1
124,img_124.png,0,1,0,0,0,0,0,0,1,1
125,img_125.png,0,0,0,0,0,0,0,0,0,0
126,img_126.png,0,1,0,0,1,0,0,0,1,1
127,img_127.png,1,1,0,1,1,0,1,1,1,1
128,img_128.png,0,1,0,0,0,0,0,0,1,1
129,img_129.png,0,1,0,0,1,0,0,0,1,1
130,img_130.png,1,1,1,1,0,1,1,1,1,1
131,img_131.png,0,1,0,0,0,0,0,0,1,1
132,img_132.png,0,1,0,0,0,0,0,0,1,1
133,img_133.png,1,0,0,0,1,0,1,0,0,0
134,img_134.png,1,0,1,1,0,1,1,1,0,0
135,img_135.png,1,1,0,0,1,0,1,0,1,1
136,img_136.png,1,0,0,1,0,0,1,1,0,0
137,img_137.png,1,0,1,1,0,1,1,0,0,0
138,img_138.png,0,1,0,0,1,0,0,0,1,1
139,img_139.png,1,0,0,0,0,0,1,0,0,0
140,img_140.png,0,1,0,0,0,0,0,0,1,1
141,img_141.png,1,1,0,0,1,0,1,0,1,1
142,img_142.png,0,1,0,1,0,0,0,1,1,1
143,img_143.png,0,1,1,0,0,1,0,0,1,1
144,img_144.png,1,1,0,0,1,0,1,0,1,1
145,img_145.png,0,1,1,0,0,1,0,0,1,1
146,img_146.png,0,1,0,0,0,0,0,0,1,1
147,img_147.png,0,1,0,0,0,0,0,0,1,1
148,img_148.png,0,1,0,1,1,0,0,1,1,1
149,img_149.png,1,0,0,0,1,0,1,0,0,0
150,img_150.png,1,1,0,1,1,0,1,0,1,1
151,img_151.png,0,1,0,0,0,0,0,0,1,1
152,img_152.png,0,1,1,0,1,1,0,0,1,1
153,img_153.png,0,0,1,0,0,1,0,0,0,0
154,img_154.png,0,1,0,0,1,0,0,0,1,1
155,img_155.png,1,1,1,1,1,1,1,1,1,1
156,img_156.png,0,1,0,0,1,0,0,0,1,1
157,img_157.png,0,1,0,0,1,0,0,0,1,1
158,img_158.png,0,0,1,1,0,1,0,1,0,0
159,img_159.png,0,0,0,0,0,0,0,0,0,0
160,img_160.png,0,0,1,1,0,1,0,1,0,0
161,img_161.png,0,1,0,0,1,0,0,0,1,1
162,img_162.png,0,0,0,0,0,0,0,0,0,0
163,img_163.png,0,1,0,0,0,0,0,0,1,1
164,img_164.png,0,1,0,0,0,0,0,0,1,1
165,img_165.png,0,0,1,1,0,1,0,1,0,0
166,img_166.png,0,1,0,0,0,0,0,0,1,1
167,img_167.png,1,1,0,1,1,0,1,1,1,1
168,img_168.png,1,0,0,1,0,0,1,0,0,0
169,img_169.png,1,0,0,1,1,0,1,1,0,0
170,img_170.png,0,0,0,0,0,0,0,0,0,0
171,img_171.png,1,1,0,0,0,0,1,0,1,1
172,img_172.png,0,1,0,1,1,0,0,0,1,1
173,img_173.png,0,1,0,0,1,0,0,0,1,1
174,img_174.png,1,0,0,0,0,0,1,0,0,0
175,img_175.png,0,1,0,0,1,0,0,0,1,1
176,img_176.png,1,1,1,1,0,1,1,1,1,1
177,img_177.png,0,1,0,0,1,0,0,0,1,1
178,img_178.png,0,0,0,0,1,0,0,0,0,0
179,img_179.png,0,1,0,1,0,0,0,1,1,1
180,img_180.png,0,1,1,1,1,1,0,1,1,1
181,img_181.png,1,0,0,1,0,0,1,1,0,0
182,img_182.png,0,0,0,0,0,0,0,0,0,0
183,img_183.png,0,1,0,1,0,0,0,1,1,1
184,img_184.png,1,0,0,0,0,0,1,0,0,0
185,img_185.png,0,0,0,0,0,0,0,0,0,0
186,img_186.png,0,0,0,0,0,0,0,0,0,0
187,img_187.png,0,1,1,0,1,1,0,0,1,1
188,img_188.png,0,1,0,0,0,0,0,0,1,1
189,img_189.png,0,1,1,1,0,1,0,0,1,1
190,img_190.png,0,0,0,0,1,0,0,0,0,0
191,img_191.png,0,0,0,0,0,0,0,0,0,0
192,img_192.png,0,1,0,0,1,0,0,0,1,1
193,img_193.png,0,1,0,0,1,0,0,0,1,1
194,img_194.png,1,1,0,1,1,0,1,1,1,1
195,img_195.png,1,1,0,1,1,0,1,1,1,1
196,img_196.png,0,1,0,0,1,0,0,0,1,1
197,img_197.png,0,0,0,0,0,0,0,0,0,0
198,img_198.png,0,1,1,0,0,1,0,0,1,1
199,img_199.png,1,0,0,1,1,0,1,1,0,0
200,img_200.png,1,1,0,0,1,0,1,0,1,1
201,img_201.png,1,1,1,1,1,1,1,0,1,1
202,img_202.png,1,0,1,0,0,1,1,0,0,0
203,img_203.png,0,1,0,0,0,0,0,0,1,1
204,img_204.png,0,1,0,0,0,0,0,0,1,1
205,img_205.png,1,0,0,0,1,0,1,0,0,0
206,img_206.png,0,1,1,0,1,1,0,0,1,1
207,img_207.png,0,0,0,0,0,0,0,0,0,0
208,img_208.png,0,1,0,0,1,0,0,0,1,1
209,img_209.png,0,0,1,0,0,1,0,0,0,0
210,img_210.png,1,1,1,1,1,1,1,1,1,1
211,img_211.png,0,1,0,0,0,0,0,0,1,1
212,img_212.png,0,1,0,1,0,0,0,1,1,1
213,img_213.png,1,0,0,1,0,0,1,1,0,0
214,img_214.png,1,1,0,1,0,0,1,1,1,1
215,img_215.png,1,1,0,1,1,0,1,1,1,1
216,img_216.png,0,1,1,0,1,1,0,0,1,1
217,img_217.png,0,1,0,0,0,0,0,0,1,1
218,img_218.png,1,1,0,0,0,0,1,0,1,1
219,img_219.png,0,0,0,0,0,0,0,0,0,0
220,img_220.png,1,1,0,0,0,0,1,0,1,1
221,img_221.png,1,1,0,0,1,0,1,0,1,1
222,img_222.png,0,1,0,0,0,0,0,0,1,1
223,img_223.png,1,0,0,1,0,0,1,1,0,0
224,img_224.png,0,1,0,0,1,0,0,0,1,1
225,img_225.png,0,1,1,1,0,1,0,1,1,1
226,img_226.png,1,1,0,1,1,0,1,1,1,1
227,img_227.png,1,1,0,0,0,0,1,0,1,1
228,img_228.png,0,1,0,0,0,0,0,0,1,1
229,img_229.png,0,1,0,0,0,0,0,0,1,1
230,img_230.png,0,0,0,0,0,0,0,0,0,0
231,img_231.png,0,1,0,0,0,0,0,0,1,1
232,img_232.png,1,0,0,0,0,0,1,0,0,0
233,img_233.png,0,1,1,0,1,1,0,0,1,1
234,img_234.png,1,0,1,0,1,1,1,0,0,0
235,img_235.png,0,1,0,1,0,0,0,1,1,1
236,img_236.png,1,1,1,1,1,1,1,1,1,1
237,img_237.png,1,1,0,1,1,0,1,1,1,1
238,img_238.png,0,1,1,1,0,1,0,0,1,1
239,img_239.png,0,1,1,0,1,1,0,0,1,1
240,img_240.png,0,1,0,0,0,0,0,0,1,1
241,img_241.png,1,1,0,1,1,0,1,1,1,1
242,img_242.png,0,1,0,0,0,0,0,0,1,1
243,img_243.png,0,1,0,0,1,0,0,0,1,1
244,img_244.png,0,1,0,1,0,0,0,1,1,1
245,img_245.png,0,0,1,1,0,1,0,1,0,0
246,img_246.png,1,1,1,1,0,1,1,1,1,1
247,img_247.png,0,1,1,1,0,1,0,1,1,1
248,img_248.png,0,1,0,1,1,0,0,0,1,1
249,img_249.png,0,1,0,1,1,0,0,1,1,1
250,img_250.png,0,1,0,1,0,0,0,0,1,1
251,img_251.png,0,0,0,0,0,0,0,0,0,0
252,img_252.png,1,1,1,1,1,1,1,1,1,1
253,img_253.png,1,0,0,1,0,0,1,0,0,0
254,img_254.png,0,0,0,0,0,0,0,0,0,0
255,img_255.png,0,1,0,0,1,0,0,0,1,1
256,img_256.png,1,0,0,1,0,0,1,1,0,0
257,img_257.png,0,1,0,0,1,0,0,0,1,1
258,img_258.png,0,1,0,0,1,0,0,0,1,1
259,img_259.png,0,1,0,0,0,0,0,0,1,1
260,img_260.png,0,1,0,0,0,0,0,0,1,1
261,img_261.png,1,1,1,1,1,1,1,1,1,1
262,img_262.png,0,1,1,0,1,1,0,0,1,1
263,img_263.png,0,1,0,0,0,0,0,0,1,1
264,img_264.png,0,1,0,0,0,0,0,0,1,1
265,img_265.png,0,0,0,0,1,0,0,0,0,0
266,img_266.png,0,0,0,0,1,0,0,0,0,0
267,img_267.png,0,1,0,0,1,0,0,0,1,1
268,img_268.png,0,1,0,0,0,0,0,0,1,1
269,img_269.png,0,0,0,0,0,0,0,0,0,0
270,img_270.png,1,1,0,1,1,0,1,1,1,1
271,img_271.png,1,1,1,0,0,1,1,0,1,1
272,img_272.png,0,0,0,1,0,0,0,0,0,0
273,img_273.png,0,1,0,0,0,0,0,0,1,1
274,img_274.png,0,1,0,0,0,0,0,0,1,1
275,img_275.png,1,0,0,1,0,0,1,1,0,0
276,img_276.png,1,0,0,0,0,0,1,0,0,0
277,img_277.png,0,1,0,0,1,0,0,0,1,1
278,img_278.png,1,1,0,1,1,0,1,1,1,1
279,img_279.png,1,0,0,0,1,0,1,0,0,0
280,img_280.png,0,0,0,0,1,0,0,0,0,0
281,img_281.png,0,0,0,0,0,0,0,0,0,0
282,img_282.png,1,1,0,0,1,0,1,0,1,1
283,img_283.png,0,1,1,1,1,1,0,1,1,1
284,img_284.png,1,1,0,0,1,0,1,0,1,1
285,img_285.png,1,0,0,1,1,0,1,1,0,0
286,img_286.png,0,0,0,0,0,0,0,0,0,0
287,img_287.png,0,1,0,0,0,0,0,0,1,1
288,img_288.png,0,0,0,0,0,0,0,0,0,0
289,img_289.png,0,1,0,0,1,0,0,0,1,1
290,img_290.png,1,1,0,0,1,0,1,0,1,1
291,img_291.png,1,1,1,1,1,1,1,1,1,1
292,img_292.png,0,0,1,0,0,1,0,0,0,0
293,img_293.png,0,1,0,0,1,0,0,0,1,1
294,img_294.png,0,1,0,0,0,0,0,0,1,1
295,img_295.png,0,1,0,0,1,0,0,0,1,1
296,img_296.png,1,0,0,1,0,0,1,1,0,0
297,img_297.png,1,1,0,1,0,0,1,1,1,1
298,img_298.png,0,1,0,1,1,0,0,1,1,1
299,img_299.png,0,0,0,0,1,0,0,0,0,0
300,img_300.png,0,0,0,0,1,0,0,0,0,0
301,img_301.png,0,0,0,0,0,0,0,0,0,0
302,img_302.png,1,0,0,1,0,0,1,1,0,0
303,img_303.png,0,0,0,0,0,0,0,0,0,0
304,img_304.png,0,1,0,0,1,0,0,0,1,1
305,img_305.png,0,1,1,0,1,1,0,0,1,1
306,img_306.png,0,1,0,0,0,0,0,0,1,1
307,img_307.png,1,0,0,1,1,0,1,0,0,0
308,img_308.png,1,1,0,1,1,0,1,0,1,1
309,img_309.png,0,1,0,0,1,0,0,0,1,1
310,img_310.png,1,1,0,0,1,0,1,0,1,1
311,img_311.png,0,1,1,0,0,1,0,0,1,1
312,img_312.png,0,1,0,0,1,0,0,0,1,1
313,img_313.png,1,0,0,1,1,0,1,1,0,0
314,img_314.png,0,1,1,0,0,1,0,0,1,1
315,img_315.png,0,1,0,0,0,0,0,0,1,1
316,img_316.png,0,1,0,0,1,0,0,0,1,1
317,img_317.png,0,1,1,1,1,1,0,1,1,1
318,img_318.png,1,0,0,1,1,0,1,1,0,0
319,img_319.png,0,1,1,1,1,1,0,0,1,1
320,img_320.png,1,0,0,1,0,0,1,1,0,0
321,img_321.png,1,1,1,1,1,1,1,1,1,1
322,img_322.png,0,1,0,1,0,0,0,0,1,1
323,img_323.png,0,1,0,0,1,0,0,0,1,1
324,img_324.png,0,1,0,0,0,0,0,0,1,1
325,img_325.png,0,1,0,0,0,0,0,0,1,1
326,img_326.png,1,0,0,1,1,0,1,1,0,0
327,img_327.png,0,1,0,0,0,0,0,0,1,1
328,img_328.png,1,1,1,1,1,1,1,0,1,1
329,img_329.png,1,1,0,1,1,0,1,1,1,1
330,img_330.png,1,1,0,0,1,0,1,0,1,1
331,img_331.png,0,1,0,0,0,0,0,0,1,1
332,img_332.png,0,1,0,1,0,0,0,1,1,1
333,img_333.png,0,1,0,0,0,0,0,0,1,1
334,img_334.png,0,1,0,0,1,0,0,0,1,1
335,img_335.png,1,0,0,1,1,0,1,1,0,0
336,img_336.png,1,0,0,1,0,0,1,1,0,0
337,img_337.png,0,1,0,0,1,0,0,0,1,1
338,img_338.png,0,1,1,0,1,1,0,0,1,1
339,img_339.png,1,0,0,1,0,0,1,1,0,0
340,img_340.png,1,1,0,0,0,0,1,0,1,1
341,img_341.png,0,1,0,0,1,0,0,0,1,1
342,img_342.png,0,1,1,0,1,1,0,0,1,1
343,img_343.png,0,1,1,0,1,1,0,0,1,1
344,img_344.png,0,0,0,0,0,0,0,0,0,0
345,img_345.png,1,1,0,1,1,0,1,0,1,1
346,img_346.png,1,0,1,1,1,1,1,0,0,0
347,img_347.png,1,0,0,0,1,0,1,0,0,0
348,img_348.png,1,1,0,0,0,0,1,0,1,1
349,img_349.png,1,0,0,1,0,0,1,0,0,0
350,img_350.png,0,1,0,0,1,0,0,0,1,1
351,img_351.png,0,0,0,0,0,0,0,0,0,0
352,img_352.png,0,1,0,0,0,0,0,0,1,1
353,img_353.png,0,1,1,0,0,1,0,0,1,1
354,img_354.png,1,1,1,1,1,1,1,0,1,1
355,img_355.png,1,1,0,1,1,0,1,1,1,1
356,img_356.png,1,0,0,1,0,0,1,1,0,0
357,img_357.png,1,1,0,1,1,0,1,1,1,1
358,img_358.png,1,1,1,0,1,1,1,0,1,1
359,img_359.png,0,0,0,0,0,0,0,0,0,0
360,img_360.png,1,1,0,1,1,0,1,0,1,1
361,img_361.png,1,1,0,0,1,0,1,0,1,1
362,img_362.png,0,0,0,0,0,0,0,0,0,0
363,img_363.png,0,1,0,0,0,0,0,0,1,1
364,img_364.png,0,1,1,0,1,1,0,0,1,1
365,img_365.png,0,0,1,0,1,1,0,0,0,0
366,img_366.png,0,1,0,0,1,0,0,0,1,1
367,img_367.png,0,1,0,0,1,0,0,0,1,1
368,img_368.png,0,0,0,0,0,0,0,0,0,0
369,img_369.png,0,1,0,1,1,0,0,0,1,1
370,img_370.png,0,1,0,0,1,0,0,0,1,1
371,img_371.png,1,0,0,0,1,0,1,0,0,0
372,img_372.png,0,1,0,0,0,0,0,0,1,1
373,img_373.png,0,1,0,0,0,0,0,0,1,1
374,img_374.png,0,0,0,1,0,0,0,1,0,0
375,img_375.png,0,1,1,1,1,1,0,0,1,1
376,img_376.png,0,1,1,1,0,1,0,0,1,1
377,img_377.png,1,1,1,0,1,1,1,0,1,1
378,img_378.png,0,0,0,0,0,0,0,0,0,0
379,img_379.png,0,1,0,0,1,0,0,0,1,1
380,img_380.png,0,1,0,0,1,0,0,0,1,1
381,img_381.png,0,0,0,0,0,0,0,0,0,0
382,img_382.png,0,1,0,0,1,0,0,0,1,1
383,img_383.png,0,1,0,0,1,0,0,0,1,1
384,img_384.png,0,1,0,0,0,0,0,0,1,1
385,img_385.png,0,1,0,0,0,0,0,0,1,1
386,img_386.png,0,1,0,0,0,0,0,0,1,1
387,img_387.png,1,0,0,0,0,0,1,0,0,0
388,img_388.png,1,1,0,1,1,0,1,1,1,1
389,img_389.png,0,1,0,0,1,0,0,0,1,1
390,img_390.png,0,1,0,0,0,0,0,0,1,1
391,img_391.png,0,1,0,0,1,0,0,0,1,1
392,img_392.png,0,0,0,1,0,0,0,1,0,0
393,img_393.png,0,1,0,0,1,0,0,0,1,1
394,img_394.png,0,1,0,0,0,0,0,0,1,1
395,img_395.png,0,1,0,0,0,0,0,0,1,1
396,img_396.png,0,1,0,0,1,0,0,0,1,1
397,img_397.png,0,1,0,0,0,0,0,0,1,1
398,img_398.png,0,1,0,0,0,0,0,0,1,1
399,img_399.png,0,1,0,0,0,0,0,0,1,1
400,img_400.png,0,1,1,1,1,1,0,1,1,1
401,img_401.png,0,1,0,0,1,0,0,0,1,1
402,img_402.png,0,0,1,1,0,1,0,1,0,0
403,img_403.png,1,0,1,1,0,1,1,1,0,0
404,img_404.png,0,1,0,0,0,0,0,0,1,1
405,img_405.png,1,1,1,1,0,1,1,1,1,1
406,img_406.png,0,1,0,0,0,0,0,0,1,1
407,img_407.png,1,0,0,1,0,0,1,1,0,0
408,img_408.png,0,1,0,0,1,0,0,0,1,1
409,img_409.png,0,1,0,0,0,0,0,0,1,1
410,img_410.png,0,1,1,0,1,1,0,0,1,1
411,img_411.png,0,1,0,1,0,0,0,1,1,1
412,img_412.png,1,0,0,0,0,0,1,0,0,0
413,img_413.png,0,1,0,0,0,0,0,0,1,1
414,img_414.png,1,1,0,1,1,0,1,1,1,1
415,img_415.png,0,1,1,0,1,1,0,0,1,1
416,img_416.png,0,1,0,0,1,0,0,0,1,1
417,img_417.png,1,1,0,1,0,0,1,1,1,1
418,img_418.png,1,1,0,1,1,0,1,1,1,1
419,img_419.png,0,1,0,0,1,0,0,0,1,1
420,img_420.png,0,1,0,0,0,0,0,0,1,1
421,img_421.png,0,1,0,0,0,0,0,0,1,1
422,img_422.png,0,0,1,1,1,1,0,1,0,0
423,img_423.png,1,0,0,0,1,0,1,0,0,0
424,img_424.png,1,0,1,1,1,1,1,0,0,0
425,img_425.png,0,1,0,0,1,0,0,0,1,1
426,img_426.png,1,0,1,1,0,1,1,1,0,0
427,img_427.png,0,1,0,0,0,0,0,0,1,1
428,img_428.png,1,1,0,0,1,0,1,1,1,1
429,img_429.png,0,1,0,0,0,0,0,0,1,1
430,img_430.png,1,0,1,0,1,1,1,0,0,0
431,img_431.png,0,1,1,0,0,1,0,0,1,1
432,img_432.png,1,1,0,0,1,0,1,0,1,1
433,img_433.png,0,1,1,0,0,1,0,0,1,1
434,img_434.png,0,1,0,0,0,0,0,0,1,1
435,img_435.png,1,1,1,1,1,1,1,1,1,1
436,img_436.png,0,1,1,0,1,1,0,0,1,1
437,img_437.png,0,1,0,0,0,0,0,0,1,1
438,img_438.png,0,1,0,0,0,0,0,0,1,1
439,img_439.png,0,0,1,1,0,1,0,1,0,0
440,img_440.png,0,1,0,0,1,0,0,0,1,1
441,img_441.png,0,1,0,0,1,0,0,0,1,1
442,img_442.png,1,1,0,1,1,0,1,1,1,1
443,img_443.png,0,1,0,1,1,0,0,1,1,1
444,img_444.png,1,1,0,1,1,0,1,1,1,1
445,img_445.png,0,1,0,0,1,0,0,0,1,1
446,img_446.png,0,1,0,0,0,0,0,0,1,1
447,img_447.png,0,1,0,0,1,0,0,0,1,1
448,img_448.png,0,0,1,1,0,1,0,0,0,0
449,img_449.png,0,0,1,0,0,1,0,0,0,0
450,img_450.png,1,1,0,0,1,0,1,0,1,1
451,img_451.png,0,1,0,0,0,0,0,0,1,1
452,img_452.png,1,0,0,0,1,0,1,0,0,0
453,img_453.png,0,0,0,0,1,0,0,0,0,0
454,img_454.png,1,0,1,1,1,1,1,1,0,0
455,img_455.png,0,1,0,0,0,0,0,0,1,1
456,img_456.png,0,1,1,1,1,1,0,1,1,1
457,img_457.png,0,0,0,0,0,0,0,1,0,0
458,img_458.png,0,1,0,0,1,0,0,0,1,1
459,img_459.png,0,1,1,0,0,1,0,0,1,1
460,img_460.png,1,1,0,1,1,0,1,1,1,1
461,img_461.png,1,1,0,1,0,0,1,0,1,1
462,img_462.png,1,0,0,0,0,0,1,0,0,0
463,img_463.png,1,1,0,1,1,0,1,1,1,1
464,img_464.png,0,1,0,0,1,0,0,0,1,1
465,img_465.png,0,0,0,0,0,0,0,0,0,0
466,img_466.png,1,0,0,1,0,0,1,1,0,0
467,img_467.png,0,1,0,0,1,0,0,0,1,1
468,img_468.png,0,1,1,0,0,1,0,0,1,1
469,img_469.png,0,0,0,0,1,0,0,0,0,0
470,img_470.png,0,0,0,0,0,0,0,0,0,0
471,img_471.png,1,1,0,0,0,0,1,1,1,1
472,img_472.png,0,1,0,0,0,0,0,0,1,1
473,img_473.png,0,1,1,0,0,1,0,0,1,1
474,img_474.png,0,1,0,0,0,0,0,0,1,1
475,img_475.png,0,1,0,0,0,0,0,0,1,1
476,img_476.png,0,0,0,1,0,0,0,1,0,0
477,img_477.png,0,1,1,0,1,1,0,0,1,1
478,img_478.png,0,1,0,0,0,0,0,0,1,1
479,img_479.png,0,1,1,0,0,1,0,0,1,1
480,img_480.png,0,1,0,0,1,0,0,0,1,1
481,img_481.png,0,1,0,0,0,0,0,0,1,1
482,img_482.png,0,1,1,1,1,1,0,1,1,1
483,img_483.png,0,0,0,0,0,0,0,0,0,0
484,img_484.png,1,0,0,1,0,0,1,1,0,0
485,img_485.png,1,0,0,0,0,0,1,0,0,0
486,img_486.png,0,1,0,0,1,0,0,0,1,1
487,img_487.png,0,0,0,0,0,0,0,0,0,0
488,img_488.png,0,1,0,0,0,0,0,0,1,1
489,img_489.png,0,0,0,1,0,0,0,1,0,0
490,img_490.png,0,1,0,0,1,0,0,0,1,1
491,img_491.png,0,1,0,0,1,0,0,0,1,1
492,img_492.png,0,1,0,1,1,0,0,1,1,1
493,img_493.png,0,1,0,0,1,0,0,0,1,1
494,img_494.png,0,0,1,0,1,1,0,0,0,0
